No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
217	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	b. Comisión por Confirmación	U	0.0025			100						Por trimestre mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
218	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	c. Comisión por confirmación por prórroga	E	0.0025			100						Por trimestre mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
219	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	d. Comisión por aumento de valor	E	0.0025			100						Por trimestre mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
220	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	e.1. Comisión por modificación	E				50						Por modificación mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
221	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	g.2. Cobro Portes, Swift, Fax, Fotocopia	E				40.75						Por documento se cobra swift $20 + portes $0.75 + fax $20 (+ Fotocopia S/0.50 por hoja en caso corresponda)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
222	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	f. Comisión por CD transferido	E	0.00125			50						Por operación mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
223	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	g.1 Comisión de Negociación	E	0.0025			100						más Portes $ 0.75 + Fotocopia S/0.50 por hoja	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
224	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	g.2. Cobro Portes, Swift, Fax, Fotocopia	E				40.75						Por documento se cobra swift $20 + portes $0.75 + fax $20 (+ Fotocopia S/0.50 por hoja en caso corresponda)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
225	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	h. Gastos Courier	E				55						América $ 50 / Europa y Asia $ 60 mas (Portes $ 0.75 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
226	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	i. Comisión por Aceptación o pago diferido	E	0.000625			50						Mensual o fracción mas (Portes $ 0.75 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
227	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	j. Comisión por Créditos Documentarios No utilizados	E				50						-	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
228	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	k. Comisión por Discrepancia por operación	E				50						-	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
229	Bancomercio	Banco de Comercio	1.4 Carta de Crédito de Exportación	l. Convenio BCR – ALADI	E	0.0003									-	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
230	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	a.1 De uso Frecuente - Por aviso	U				60						Por Aviso	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3479 | Calle Las Camelias 750 piso 9, San Isidro
231	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	a.2 Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3480 | Calle Las Camelias 750 piso 9, San Isidro
232	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	a.3 Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3481 | Calle Las Camelias 750 piso 9, San Isidro
233	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	b. Por Confirmación / Nominación	U	0.002			60						Por trimestre o fracción	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3482 | Calle Las Camelias 750 piso 9, San Isidro
234	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	c.1. Por Negociación / Utilización / Pago de carta de crédito	U	0.0025			60						Por pago o negociación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3483 | Calle Las Camelias 750 piso 9, San Isidro
235	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	c.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
236	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	c.3. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
237	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	c.4. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
238	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	d.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
239	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	d.3. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
240	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	d.4. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
241	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	h.1 Aumento o prórroga (fuera del periodo inicial de la apertura) Si es carta de crédito confirmada	E	0.002			60						Por trimestre o fracción	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3490 | Calle Las Camelias 750 piso 9, San Isidro
242	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	h.2.Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
243	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	h.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
244	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	h.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
245	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	i.1 Aumento o prórroga (fuera del periodo inicial de la apertura) Si es carta de crédito SIN confirmar	E				40						0.2% si es Confirmada mínimo $70 / 0% si es NO confirmada mínimo $ 50	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3490 | Calle Las Camelias 750 piso 9, San Isidro
246	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	i.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
247	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	i.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
248	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	i.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
249	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	j.1. Transferencia de Carta de Crédito	E	0.0015			60						Por operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3492 | Calle Las Camelias 750 piso 9, San Isidro
250	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	j.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
251	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	j.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
252	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	j.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
253	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	k.1. Constitución de Warrant	E	0.00125			35						Por Tramite	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3494 | Calle Las Camelias 750 piso 9, San Isidro
254	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	k.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
255	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	k.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
256	BCP	Banco de Crédito del Perú	1.4 Carta de Crédito de Exportación	k.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
